"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4988","deleteCreatedUsersTest","Surefire suite","Fri Nov 28 13:27:54 UTC 2025","passed","Fri Nov 28 13:27:59 UTC 2025","danilova.tests.CreateValidUserTest","Surefire test","danilova.tests.CreateValidUserTest","deleteCreatedUsersTest"
"","1045","createEmptyPasswordTest","Surefire suite","Fri Nov 28 13:28:05 UTC 2025","passed","Fri Nov 28 13:28:06 UTC 2025","danilova.tests.CreateInvalidUserTest","Surefire test","danilova.tests.CreateInvalidUserTest","createEmptyPasswordTest"
"","2","orderMethodsForkDownDepTest","Surefire suite","Fri Nov 28 13:27:28 UTC 2025","passed","Fri Nov 28 13:27:28 UTC 2025","danilova.common.order.OrderForTestsTest","Surefire test","danilova.common.order.OrderForTestsTest","orderMethodsForkDownDepTest"
"","13023","createValidUsersTest","Surefire suite","Fri Nov 28 13:27:40 UTC 2025","passed","Fri Nov 28 13:27:53 UTC 2025","danilova.tests.CreateValidUserTest","Surefire test","danilova.tests.CreateValidUserTest","createValidUsersTest"
"","505","searchCreatedUsersTest","Surefire suite","Fri Nov 28 13:27:53 UTC 2025","passed","Fri Nov 28 13:27:54 UTC 2025","danilova.tests.CreateValidUserTest","Surefire test","danilova.tests.CreateValidUserTest","searchCreatedUsersTest"
"","587","getFullNameStatusPageTest","Surefire suite","Fri Nov 28 13:28:22 UTC 2025","passed","Fri Nov 28 13:28:23 UTC 2025","danilova.tests.UserConfigurePOMTest","Surefire test","danilova.tests.UserConfigurePOMTest","getFullNameStatusPageTest"
"","1156","createInvalidFullUserNameTest","Surefire suite","Fri Nov 28 13:28:10 UTC 2025","passed","Fri Nov 28 13:28:11 UTC 2025","danilova.tests.CreateInvalidUserTest","Surefire test","danilova.tests.CreateInvalidUserTest","createInvalidFullUserNameTest"
"","1","orderMethodsTest","Surefire suite","Fri Nov 28 13:27:28 UTC 2025","passed","Fri Nov 28 13:27:28 UTC 2025","danilova.common.order.OrderForTestsTest","Surefire test","danilova.common.order.OrderForTestsTest","orderMethodsTest"
"","711","searchAdminUserTest","Surefire suite","Fri Nov 28 13:28:32 UTC 2025","passed","Fri Nov 28 13:28:33 UTC 2025","danilova.tests.SearchUserTest","Surefire test","danilova.tests.SearchUserTest","searchAdminUserTest"
"","2","orderMethodsForkUpDepTest","Surefire suite","Fri Nov 28 13:27:28 UTC 2025","passed","Fri Nov 28 13:27:28 UTC 2025","danilova.common.order.OrderForTestsTest","Surefire test","danilova.common.order.OrderForTestsTest","orderMethodsForkUpDepTest"
"","1","orderMethodsOneGroupDepTest","Surefire suite","Fri Nov 28 13:27:28 UTC 2025","passed","Fri Nov 28 13:27:28 UTC 2025","danilova.common.order.OrderForTestsTest","Surefire test","danilova.common.order.OrderForTestsTest","orderMethodsOneGroupDepTest"
"","1410","renameByDefaultAdminNameTest","Surefire suite","Fri Nov 28 13:28:29 UTC 2025","passed","Fri Nov 28 13:28:31 UTC 2025","danilova.tests.UserConfigurePOMTest","Surefire test","danilova.tests.UserConfigurePOMTest","renameByDefaultAdminNameTest"
"","962","createInvalidEmailTest","Surefire suite","Fri Nov 28 13:28:07 UTC 2025","passed","Fri Nov 28 13:28:08 UTC 2025","danilova.tests.CreateInvalidUserTest","Surefire test","danilova.tests.CreateInvalidUserTest","createInvalidEmailTest"
"","475","getStatusFullNameTest","Surefire suite","Fri Nov 28 13:28:27 UTC 2025","passed","Fri Nov 28 13:28:28 UTC 2025","danilova.tests.UserConfigurePOMTest","Surefire test","danilova.tests.UserConfigurePOMTest","getStatusFullNameTest"
"","1204","createInvalidUserNameTest","Surefire suite","Fri Nov 28 13:28:13 UTC 2025","passed","Fri Nov 28 13:28:15 UTC 2025","danilova.tests.CreateInvalidUserTest","Surefire test","danilova.tests.CreateInvalidUserTest","createInvalidUserNameTest"
"","1021","createNotMatchedPasswordTest","Surefire suite","Fri Nov 28 13:28:16 UTC 2025","passed","Fri Nov 28 13:28:17 UTC 2025","danilova.tests.CreateInvalidUserTest","Surefire test","danilova.tests.CreateInvalidUserTest","createNotMatchedPasswordTest"
"","2","orderMethodsNoDepTest","Surefire suite","Fri Nov 28 13:27:28 UTC 2025","passed","Fri Nov 28 13:27:28 UTC 2025","danilova.common.order.OrderForTestsTest","Surefire test","danilova.common.order.OrderForTestsTest","orderMethodsNoDepTest"
"","2642","createDuplicateValidUserTest","Surefire suite","Fri Nov 28 13:28:01 UTC 2025","passed","Fri Nov 28 13:28:03 UTC 2025","danilova.tests.CreateInvalidUserTest","Surefire test","danilova.tests.CreateInvalidUserTest","createDuplicateValidUserTest"
"","1249","getFullNameAccountPageTest","Surefire suite","Fri Nov 28 13:28:19 UTC 2025","passed","Fri Nov 28 13:28:20 UTC 2025","danilova.tests.UserConfigurePOMTest","Surefire test","danilova.tests.UserConfigurePOMTest","getFullNameAccountPageTest"
"","2","orderMethodsTwoDifferentGroupsDepTest","Surefire suite","Fri Nov 28 13:27:28 UTC 2025","passed","Fri Nov 28 13:27:28 UTC 2025","danilova.common.order.OrderForTestsTest","Surefire test","danilova.common.order.OrderForTestsTest","orderMethodsTwoDifferentGroupsDepTest"
"","1411","renameFullNameTest","Surefire suite","Fri Nov 28 13:28:24 UTC 2025","passed","Fri Nov 28 13:28:25 UTC 2025","danilova.tests.UserConfigurePOMTest","Surefire test","danilova.tests.UserConfigurePOMTest","renameFullNameTest"
"","13","orderMethodsCycleDepTest","Surefire suite","Fri Nov 28 13:27:28 UTC 2025","passed","Fri Nov 28 13:27:28 UTC 2025","danilova.common.order.OrderForTestsTest","Surefire test","danilova.common.order.OrderForTestsTest","orderMethodsCycleDepTest"
