"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1204","getFullName","Surefire suite","Fri Nov 21 23:03:37 UTC 2025","passed","Fri Nov 21 23:03:39 UTC 2025","danilova.tests.UserConfigurePOMTest","Surefire test","danilova.tests.UserConfigurePOMTest","getFullName"
"","921","createInvalidUserNameTest","Surefire suite","Fri Nov 21 23:03:28 UTC 2025","passed","Fri Nov 21 23:03:29 UTC 2025","danilova.tests.CreateUserPOMTest","Surefire test","danilova.tests.CreateUserPOMTest","createInvalidUserNameTest"
"","1589","createEmptyPasswordTest","Surefire suite","Fri Nov 21 23:03:18 UTC 2025","passed","Fri Nov 21 23:03:20 UTC 2025","danilova.tests.CreateUserPOMTest","Surefire test","danilova.tests.CreateUserPOMTest","createEmptyPasswordTest"
"","10464","testAccessUserAccountFromHome","Surefire suite","Fri Nov 21 23:03:48 UTC 2025","broken","Fri Nov 21 23:03:59 UTC 2025","danilova.tests.UserConfigurePOMTest","Surefire test","danilova.tests.UserConfigurePOMTest","testAccessUserAccountFromHome"
"","1140","renameByDefaultAdminName","Surefire suite","Fri Nov 21 23:03:46 UTC 2025","passed","Fri Nov 21 23:03:47 UTC 2025","danilova.tests.UserConfigurePOMTest","Surefire test","danilova.tests.UserConfigurePOMTest","renameByDefaultAdminName"
"","1268","createNotMatchedPasswordTest","Surefire suite","Fri Nov 21 23:03:31 UTC 2025","passed","Fri Nov 21 23:03:32 UTC 2025","danilova.tests.CreateUserPOMTest","Surefire test","danilova.tests.CreateUserPOMTest","createNotMatchedPasswordTest"
"","2","orderMethodsForkDownDepTest","Surefire suite","Fri Nov 21 23:03:06 UTC 2025","passed","Fri Nov 21 23:03:06 UTC 2025","danilova.common.order.OrderForTestsTest","Surefire test","danilova.common.order.OrderForTestsTest","orderMethodsForkDownDepTest"
"","1095","createInvalidFullUserNameTest","Surefire suite","Fri Nov 21 23:03:25 UTC 2025","passed","Fri Nov 21 23:03:26 UTC 2025","danilova.tests.CreateUserPOMTest","Surefire test","danilova.tests.CreateUserPOMTest","createInvalidFullUserNameTest"
"","1163","createInvalidEmailTest","Surefire suite","Fri Nov 21 23:03:22 UTC 2025","passed","Fri Nov 21 23:03:23 UTC 2025","danilova.tests.CreateUserPOMTest","Surefire test","danilova.tests.CreateUserPOMTest","createInvalidEmailTest"
"","16","orderMethodsCycleDepTest","Surefire suite","Fri Nov 21 23:03:06 UTC 2025","passed","Fri Nov 21 23:03:06 UTC 2025","danilova.common.order.OrderForTestsTest","Surefire test","danilova.common.order.OrderForTestsTest","orderMethodsCycleDepTest"
"","1448","createValidUser","Surefire suite","Fri Nov 21 23:03:34 UTC 2025","passed","Fri Nov 21 23:03:36 UTC 2025","danilova.tests.CreateUserPOMTest","Surefire test","danilova.tests.CreateUserPOMTest","createValidUser"
"","2","orderMethodsOneGroupDepTest","Surefire suite","Fri Nov 21 23:03:06 UTC 2025","passed","Fri Nov 21 23:03:06 UTC 2025","danilova.common.order.OrderForTestsTest","Surefire test","danilova.common.order.OrderForTestsTest","orderMethodsOneGroupDepTest"
"","2","orderMethodsNoDepTest","Surefire suite","Fri Nov 21 23:03:06 UTC 2025","passed","Fri Nov 21 23:03:06 UTC 2025","danilova.common.order.OrderForTestsTest","Surefire test","danilova.common.order.OrderForTestsTest","orderMethodsNoDepTest"
"","603","getStatusFullName","Surefire suite","Fri Nov 21 23:03:43 UTC 2025","passed","Fri Nov 21 23:03:44 UTC 2025","danilova.tests.UserConfigurePOMTest","Surefire test","danilova.tests.UserConfigurePOMTest","getStatusFullName"
"","1","orderMethodsTwoDifferentGroupsDepTest","Surefire suite","Fri Nov 21 23:03:06 UTC 2025","passed","Fri Nov 21 23:03:06 UTC 2025","danilova.common.order.OrderForTestsTest","Surefire test","danilova.common.order.OrderForTestsTest","orderMethodsTwoDifferentGroupsDepTest"
"","2","orderMethodsForkUpDepTest","Surefire suite","Fri Nov 21 23:03:06 UTC 2025","passed","Fri Nov 21 23:03:06 UTC 2025","danilova.common.order.OrderForTestsTest","Surefire test","danilova.common.order.OrderForTestsTest","orderMethodsForkUpDepTest"
"","1084","renameFullName","Surefire suite","Fri Nov 21 23:03:41 UTC 2025","passed","Fri Nov 21 23:03:42 UTC 2025","danilova.tests.UserConfigurePOMTest","Surefire test","danilova.tests.UserConfigurePOMTest","renameFullName"
"","4","orderMethodsTest","Surefire suite","Fri Nov 21 23:03:06 UTC 2025","passed","Fri Nov 21 23:03:06 UTC 2025","danilova.common.order.OrderForTestsTest","Surefire test","danilova.common.order.OrderForTestsTest","orderMethodsTest"
